"","Year","Area","Session","Chair","Title","Authors","Abstract"
"123",1997,"Modeling Methodology","Simulation Support Environments","Robert Moose (The MITRE Corporation)","The Four Phase Method for Modelling Complex Systems","Hamad Odhabi, Ray Paul, Robert Macredie (Brunel University)","NA"
"124",1997,"Modeling Methodology","Advances in Modeling Methodology","Neale Hirsh (Bell Atlantic)","Structured Models and Dynamic Systems Analysis: The Integration of the IDEF0/IDEF3  Modeling  Methods and Discrete Event Simulation","Larry Whitman, Brian Huff (University of Texas at Arlington)    Adrien Presley (Truman State University)","NA"
"125",1997,"Modeling Methodology","Advances in Modeling Methodology","Neale Hirsh (Bell Atlantic)","Methodology for the Increased Computational Efficiency of Discrete-Event Simulation in 3   Dimensional Space","Eugene Paulo, Linda Malone (University of Central Florida)","NA"
"126",1997,"Modeling Methodology","Advances in Modeling Methodology","Neale Hirsh (Bell Atlantic)","Integrating Distributed Simulation Objects","Joseph Heim (University of Washington)","NA"
"127",1997,"Research to Application","Success Stories:  Business Process Re-engineering","NA","Simulation Success Stories: Business Process Re-engineering","Kathi Hunt (Imagine That, Inc.)   Gregory Hansen (Computer Aided Process Improvement)   Edwin Madigan (NCR Retail Systems Group)   Richard Phelps (Simulation Dynamics, Inc)","NA"
"128",1997,"Research to Application","Success Stories:  Health Care","Catherine Barnes (Micro Analysis and Design, Inc.) ","Success Stories in Simulation in Health Care","Catherine Barnes (Micro Analysis and Design, Inc.)   Carson Benson (FreemanWhite, Inc.)   Deirdre McGuinness (Premier Inc.)","NA"
"129",1997,"Research to Application","Success Stories:  Manufacturing","Dave Sly (Cimtechnologies Corporation)","Research to Application Success Stories:  Manufacturing","Dave Sly (Cimtechnologies Corporation)   Sanjay Upendram, Onur Ulgen (Production Modeling Corporation)    Jim Dooley (Callaway Golf)   Jason Duff (Sante Fe Technologies, Inc.)","NA"
"130",1997,"Research to Application","Technology Transfer:  Manufacturing","Gene Paulo (University of Central Florida)","Selective Rerouting using Simulated Steady State System Data","Catherine Harmonosky (Penn State University)   Robert Farr (RPS, Inc.)   Ming Chuan Ni (China Motor Corporation)","NA"
"131",1997,"Research to Application","Technology Transfer:  Manufacturing","Gene Paulo (University of Central Florida)","A Simulation-Based Production Testbed","Albert Jones, Michael Iuliano (National Institute of Standards and Technology)","NA"
"132",1997,"Research to Application","Technology Transfer:  Manufacturing","Gene Paulo (University of Central Florida)","Genetic Algorithms for Cluster Analysis for Production Simulation","Robert Entriken, Siegfried Vossner (Stanford University)","NA"
"133",1997,"Research to Application","Technology Transfer:  Visual Simulation","Jerry Evans (University of Louisville)","A Framework for Distributed Object-Oriented Multimodeling and Simulation","Robert Cubert, Paul Fishwick (University of Florida)","NA"
"134",1997,"Research to Application","Technology Transfer:  Visual Simulation","Jerry Evans (University of Louisville)","The Visual Simulation Environment Technology Transfer","Osman Balci, Richard Nance (Virginia Tech)   Anders Bertelrud, Chuck Esterbrook (ORCA Computer, Inc.)","NA"
"135",1997,"Research to Application","Technology Transfer:  Visual Simulation","Jerry Evans (University of Louisville)","Simulation of Memory Chip Line Using an Electronics Manufacturing Simulator","Douglas Estremadoyro, Phillip Farrington, Bernard Schroer,    James Swain (University of Alabama in Huntsville)","NA"
"136",1997,"Research to Application","Technology Transfer:  Innovative Modeling I","Linda Malone (University of Central Florida)","Towards a  Web Based Simulation Environment","Peter Lorenz, Heiko Dorwarth, Klaus-Christoph Ritter    (Otto von Guericke University of Magdeburg)   Thomas Schriber (University of Michigan)","NA"
"137",1997,"Research to Application","Technology Transfer:  Innovative Modeling I","Linda Malone (University of Central Florida)","Taking the Work Out of Simulation Modeling: An Application of Technology Integration","Gregory Baker (Fluor Daniel Manufacturing Technologies)","NA"
"138",1997,"Research to Application","Technology Transfer:  Innovative Modeling I","Linda Malone (University of Central Florida)","Integration of Simulation with Enterprise Models","Krishnamurthy Srinivasan (Intel Corporation)  Sundaresan Jayaraman (Georgia Institute of Technology)","NA"
"139",1997,"Research to Application","Technology Transfer:  Innovative Modeling II","Ralph Rogers (University of Central Florida)","Requirements for Transitioning Business Process Simulation Models to Real-Time Operational Systems","Peter Floss (Gensym Corporation)","NA"
"140",1997,"Research to Application","Technology Transfer:  Innovative Modeling II","Ralph Rogers (University of Central Florida)"," A Message-Based Discrete Event Simulation Architecture","David Krahl, Steve Lamperti (Imagine That, Inc.)","NA"
"141",1997,"Research to Application","Technology Transfer:  Innovative Modeling II","Ralph Rogers (University of Central Florida)","Modeling Compressed Full-Motion Video","Benjamin Melamed (Rutgers University)","NA"
"142",1997,"Research to Application","Education:  What is a simulation professional?","Ralph Rogers (University of Central Florida)","What Makes a Modeling and Simulation Professional?  The Consensus View from One Workshop","Paul Koffman, Jr. (Ford Motor Company)   Tom Mastigalo (Old Dominion University)   Richard Nance (Virginia Tech)   Ralph Rogers (University of Central Florida)   Randall Sadowski (Systems Modeling Corporation)   William Tucker (Boeing Company)   Bernard Ziegler (University of Arizona)","NA"
"143",1997,"Research to Application","Education:  Cooperative Learning Strategies","Shane Henderson (University of Michigan)","Activate This Classroom at Time Now","Manuel Rossetti (University of Virginia)","NA"
"144",1997,"Research to Application","Education:  Cooperative Learning Strategies","Shane Henderson (University of Michigan)","Cooperative Learning in Simulation","Harriet Nembhard (Auburn University)","NA"
"145",1997,"Research to Application","Education:  Cooperative Learning Strategies","Shane Henderson (University of Michigan)","Interactive Strategies for Developing Intuitive Knowledge as Basis for Simulation Modeling  Education","Tajudeen Atolagbe, Vlatka Hlupic, Simon Taylor, Ray Paul (Brunel University)","NA"
"146",1997,"State-of-the-art Tutorials","Parallel and Distributed Simulation","NA","The IDES Framework:  A Case Study in Development of a Parallel Discrete-Event Simulation System","David Nicol (Dartmouth College)   Michael Johnson, Ann Yoshimura (Sandia National   Laboratories)","NA"
"147",1997,"State-of-the-art Tutorials","Web-Based Simulation","Dan Ockerman (Retek Information Systems, Inc.)","Web-Based Simulation","Paul Fishwick (University of Florida)","NA"
"148",1997,"State-of-the-art Tutorials","Simulation of Computer Systems","Wayne Davis (University of Illinois)","Simulation of Computer Systems and Applications","William Keezer (LEXIS-NEXIS)","NA"
"149",1997,"State-of-the-art Tutorials","Simulation of Computer Systems","Wayne Davis (University of Illinois)","Visualizing Parallel Simulations in Network Computing Environments:  A Case Study","Christopher Carothers, Brad Topol, Richard Fujimoto,  John Stasko   (Georgia Institute of Technology)   Vaidy Sunderan (Emory University)","NA"
"150",1997,"State-of-the-art Tutorials","Optimization via Simulation","Mehdi Hoseyni-Nasab (University of Wisconsin-Madison) ","Simulation Optimization: Methods and Applications","Yolanda Carson, Anu Maria (SUNY at Binghamton)","NA"
"151",1997,"State-of-the-art Tutorials","Random-Number Generation","Andrew F. Seila (University of Georgia)","Uniform Random Number Generators:  A Review","Pierre L'Ecuyer (Universite de Montreal)","NA"
"152",1997,"State-of-the-art Tutorials","Verification, Validation and Accreditation","Yasser A. Hosni (University of Central Florida)","Verification, Validation, and Accreditation of Simulation Models","Osman Balci (Virginia Tech)","NA"
"153",1997,"State-of-the-art Tutorials","The DoD High-Level Architecture","Jin Wang (Valdosta State University)","The Department of Defense High Level Architecture","Judith Dahmann (Defense Modeling and Simulation Office)    Richard Fujimoto (Georgia Institute of Technology)   Richard Weatherly (The MITRE Corporation)","NA"
"154",1997,"State-of-the-art Tutorials","Visual-Interactive Modeling","J. Ben Fuqua (Systems Modeling Corporation)","A Java Based System for Specifying Hierarchical Control Flow Graph Models","Thorsten Daum, Robert Sargent (Syracuse University)","NA"
"155",1997,"State-of-the-art Tutorials","Visual-Interactive Modeling","J. Ben Fuqua (Systems Modeling Corporation)","An HCFG Model of a Traffic Intersection Specified Using HiMASS-j","Thorsten Daum (Syracuse University)","NA"
"156",1997,"State-of-the-art Tutorials","A Panel on the Future of Simulation Software","Jerry Banks (Georgia Institute of Technology)","The Future of Simulation Software:  A Panel Discussion","Jerry Banks (Georgia Institute of Technology)   Martin Barnes (Deneb Robotics, Inc.)   Werner Busenius (AESOP Corporation)   James Henriksen (Wolverine Software Corporation)   Don Hicks (ProModel Corporation)   Dane Knight (Lanner Group, Inc.)   William Lilegdon (Pritsker Corporation)   Bill Nordgren (F&H Simulations)   Dennis Pegden (Systems Modeling Corporation)   Jim Rivera (Imagine That, Inc.)   Matthew Rohrer (AutoSimulations, Inc.)","NA"
"157",1997,"Software/Modelware Tutorials I","NA","NA","AweSim: The Integrated Simulation System","Alan Pritsker, Jean O'Reilly (Pritsker Corporation)","NA"
"158",1997,"Software/Modelware Tutorials I","NA","NA","Making Better Manufacturing Decisions with AIM","Julie Ehrlich, William Lilegdon (Pritsker Corporation)","NA"
"159",1997,"Software/Modelware Tutorials I","NA","NA","An Introduction to SLX","James Henriksen (Wolverine Software Corporation)","NA"
"160",1997,"Software/Modelware Tutorials I","NA","NA","Simulation Using GPSS/H","Robert Crain (Wolverine Software Corporation)","NA"
"161",1997,"Software/Modelware Tutorials I","NA","NA","The Power and Performance of Proof Animation","James Henriksen (Wolverine Software Corporation)","NA"
"162",1997,"Software/Modelware Tutorials I","NA","NA","MedModel-Healthcare Simulation Software","Steve Denney (ProModel Corporation)","NA"
"163",1997,"Software/Modelware Tutorials I","NA","NA","Simulation Modeling and Optimization Using ProModel","Deborah Benson (ProModel Corporation)","NA"
"164",1997,"Software/Modelware Tutorials I","NA","NA","Introduction to ProcessModel and ProcessModel 9000","Bruce Gladwin (ProModel Corporation)   Charles Harrell (Brigham Young University)","NA"
"165",1997,"Software/Modelware Tutorials I","NA","NA","MODSIM III - A Tutorial","John Goble (CACI Products Company)","NA"
"166",1997,"Software/Modelware Tutorials I","NA","NA","Business Process Modeling with SIMPROCESS","Scott Swegles (CACI Products Company)","NA"
"167",1997,"Software/Modelware Tutorials I","NA","NA","Using SiMPLE++ for Improved Modeling Efficiencies and Extending Model Life Cycles","David Kalasky, Gerald Levasseur (AESOP Corporation)","NA"
"168",1997,"Software/Modelware Tutorials I","NA","NA","An Introduction to QUEST","Martin Barnes (Deneb Robotics, Inc.)","NA"
"169",1997,"Software/Modelware Tutorials I","NA","NA","A Demonstration of the Integrated Supportability Analysis and Cost System (ISACS+)","Helena Weaks, James Barrett (NYMA, Inc.)","NA"
"170",1997,"Software/Modelware Tutorials I","NA","NA","ALPHA/Sim Simulation Software Tutorial","Kendra Moore, John Brennan (ALPHATECH, Inc.)","NA"
"171",1997,"Software/Modelware Tutorials I","NA","NA","Strategic Layout Planning for Lean Manufacturing - A LayOPT Tutorial","Ramu Narayanaswamy (Production Modeling Corporation)","NA"
"172",1997,"Software/Modelware Tutorials II","Simulating Self-Similar Network Traffic","NA","AutoStat: Output Statistical Analysis for AutoMod Users","John Carson (AutoSimulations, Inc.)","NA"
"173",1997,"Software/Modelware Tutorials II","Simulating Self-Similar Network Traffic","NA","AutoMod Tutorial","Matthew Rohrer (AutoSimulations, Inc.)","NA"
"174",1997,"Software/Modelware Tutorials II","Simulating Self-Similar Network Traffic","NA","AutoSched Tutorial","Bill Lindler (AutoSimulations, Inc.)","NA"
"175",1997,"Software/Modelware Tutorials II","Simulating Self-Similar Network Traffic","NA","ExpertFit:  Total Support for Simulation Input Modeling","Averill Law, Michael McComas (Averill M. Law & Associates, Inc.)","NA"
"176",1997,"Software/Modelware Tutorials II","Simulating Self-Similar Network Traffic","NA","Modeling with Extend","Jim Rivera (Imagine That, Inc.)","NA"
